time_s,odrive_pos_rad,output_pos_rad,diff_rad,odrive_disp_rad,output_disp_rad,motor_on_output_side_rad,backlash_rad
13.209881,31.547684,2.589743,28.957941,1.5517630000000011,0.11178900000000036,0.11084021428571436,-0.000948785714285999
13.212883,31.593053,2.586292,29.006762,1.597132000000002,0.11524000000000045,0.11408085714285729,-0.001159142857143164
13.215577,31.631646,2.583607,29.048038,1.6357250000000008,0.11792500000000006,0.11683750000000005,-0.0010875000000000051
13.218717,31.674363,2.580539,29.093824,1.6784420000000004,0.12099300000000035,0.11988871428571432,-0.0011042857142860296
13.221544,31.715349,2.575554,29.139796,1.7194280000000006,0.12597800000000037,0.12281628571428575,-0.0031617142857146147
13.224671,31.760563,2.573253,29.18731,1.764642000000002,0.12827900000000048,0.1260458571428573,-0.0022331428571431833
13.227673,31.804036,2.570185,29.233851,1.8081150000000008,0.13134700000000032,0.1291510714285715,-0.0021959285714288346
13.230796,31.84791,2.566733,29.281177,1.8519889999999997,0.1347990000000001,0.13228492857142854,-0.0025140714285715737
13.23421,31.894277,2.563282,29.330995,1.8983559999999997,0.1382500000000002,0.13559685714285713,-0.002653142857143076
13.236796,31.930922,2.561364,29.369557,1.9350009999999997,0.14016800000000007,0.13821435714285712,-0.0019536428571429454
13.239523,31.969028,2.557146,29.411883,1.9731070000000024,0.14438600000000035,0.14093621428571446,-0.003449785714285891
13.242751,32.02439,2.553311,29.471079,2.0284689999999976,0.14822100000000038,0.14489064285714268,-0.003330357142857704
13.245444,32.056277,2.550243,29.506034,2.0603560000000023,0.15128900000000023,0.1471682857142859,-0.004120714285714339
13.248789,32.100612,2.547559,29.553054,2.104690999999999,0.15397300000000014,0.15033507142857136,-0.003637928571428778
13.253438,32.139699,2.544874,29.594825,2.143778000000001,0.15665800000000019,0.15312700000000007,-0.0035310000000001174
13.254887,32.181677,2.540656,29.641021,2.1857560000000014,0.16087600000000046,0.15612542857142866,-0.004750571428571798
13.257997,32.225889,2.537204,29.688685,2.229968000000003,0.16432800000000025,0.1592834285714288,-0.005044571428571454
13.261032,32.26873,2.53452,29.73421,2.2728089999999987,0.16701200000000016,0.16234349999999992,-0.004668500000000242
13.264221,32.311073,2.531835,29.779238,2.315152000000001,0.1696970000000002,0.1653680000000001,-0.0043290000000001105
13.267106,32.349857,2.529151,29.820706,2.353936000000001,0.17238100000000012,0.16813828571428577,-0.00424271428571435
13.269881,32.386664,2.524932,29.861731,2.390743000000004,0.1766000000000001,0.17076735714285743,-0.005832642857142661
13.273042,32.430166,2.521864,29.908302,2.4342450000000007,0.17966800000000038,0.1738746428571429,-0.005793357142857475
13.275735,32.467845,2.518796,29.949048,2.471923999999998,0.18273600000000023,0.17656599999999983,-0.006170000000000397
13.279076,32.512771,2.515728,29.997042,2.5168500000000016,0.18580400000000008,0.1797750000000001,-0.006028999999999979
13.283207,32.568959,2.513428,30.055531,2.5730380000000004,0.18810400000000005,0.1837884285714286,-0.004315571428571446
13.284631,32.59329,2.509593,30.083697,2.597369000000004,0.19193900000000008,0.18552635714285742,-0.006412642857142659
13.288263,32.632167,2.506525,30.125642,2.6362460000000034,0.19500700000000037,0.18830328571428595,-0.006703714285714424
13.291314,32.668727,2.50384,30.164887,2.672805999999998,0.19769200000000042,0.19091471428571413,-0.006777285714286291
13.294381,32.709684,2.501156,30.208528,2.7137630000000037,0.20037600000000033,0.19384021428571455,-0.006535785714285786
13.297298,32.745432,2.498088,30.247345,2.749511000000002,0.20344400000000018,0.19639364285714297,-0.007050357142857205
13.300253,32.784103,2.494253,30.28985,2.7881820000000026,0.2072790000000002,0.19915585714285733,-0.008123142857142884
13.30365,32.82161,2.491952,30.329658,2.8256890000000006,0.20958000000000032,0.20183492857142862,-0.007745071428571698
13.306225,32.858285,2.488884,30.369401,2.862364000000003,0.21264800000000017,0.20445457142857165,-0.008193428571428518
13.309748,32.901105,2.486199,30.414905,2.905184000000002,0.21533300000000022,0.207513142857143,-0.007819857142857212
13.312738,32.947238,2.481981,30.465257,2.9513169999999995,0.21955100000000005,0.21080835714285712,-0.008742642857142935
13.315765,32.977162,2.47968,30.497483,2.9812410000000007,0.22185200000000016,0.21294578571428577,-0.008906214285714392
13.319122,33.020926,2.476612,30.544314,3.0250050000000037,0.22492000000000045,0.21607178571428598,-0.008848214285714473
13.322048,33.054961,2.473928,30.581034,3.0590399999999995,0.22760400000000036,0.2185028571428571,-0.009101142857143252
13.324728,33.09216,2.469709,30.622451,3.0962390000000006,0.23182300000000033,0.2211599285714286,-0.01066307142857173
13.328196,33.126893,2.467792,30.659102,3.1309720000000034,0.23374000000000006,0.2236408571428574,-0.010099142857142668
13.33113,33.162262,2.465107,30.697155,3.166340999999999,0.2364250000000001,0.22616721428571424,-0.010257785714285872
13.334235,33.194985,2.462423,30.732562,3.1990640000000035,0.23910900000000046,0.22850457142857167,-0.010604428571428792
13.336884,33.226548,2.460122,30.766426,3.230627000000002,0.24141000000000012,0.23075907142857158,-0.010650928571428547
13.339804,33.260688,2.457821,30.802868,3.2647670000000026,0.24371100000000023,0.23319764285714303,-0.0105133571428572
13.34296,33.297369,2.455136,30.842233,3.301448000000004,0.24639600000000028,0.23581771428571457,-0.010578285714285707
13.345665,33.32922,2.450918,30.878302,3.3332990000000002,0.2506140000000001,0.23809278571428574,-0.012521214285714372
13.349007,33.368471,2.448233,30.920238,3.3725500000000004,0.25329900000000016,0.2408964285714286,-0.012402571428571568
13.353289,33.415992,2.446316,30.969676,3.4200710000000036,0.25521600000000033,0.24429078571428597,-0.010925214285714357
13.354638,33.436533,2.444398,30.992134,3.440611999999998,0.2571340000000002,0.24575799999999987,-0.01137600000000033
13.358322,33.46854,2.44018,31.02836,3.472618999999998,0.2613520000000005,0.24804421428571416,-0.013307785714286313
13.361124,33.499246,2.437879,31.061367,3.5033250000000002,0.26365300000000014,0.2502375,-0.013415500000000136
13.364386,33.53362,2.435961,31.097658,3.537699,0.26557100000000045,0.2526927857142857,-0.012878214285714729
13.367362,33.564506,2.433661,31.130846,3.5685850000000023,0.2678710000000004,0.25489892857142876,-0.012972071428571652
13.370524,33.59826,2.430209,31.168051,3.602339000000004,0.2713230000000002,0.25730992857142887,-0.014013071428571333
13.373541,33.631345,2.427525,31.203821,3.635424000000004,0.2740070000000001,0.25967314285714316,-0.014333857142856954
13.376557,33.65991,2.425224,31.234686,3.6639890000000044,0.2763080000000002,0.2617135000000003,-0.0145944999999999
13.379841,33.692639,2.422923,31.269716,3.6967180000000006,0.27860900000000033,0.26405128571428577,-0.014557714285714562
13.383156,33.7249,2.421005,31.303895,3.728978999999999,0.2805270000000002,0.2663556428571428,-0.014171357142857388
13.385867,33.751931,2.417937,31.333993,3.75601,0.2835950000000005,0.26828642857142854,-0.015308571428571949
13.389202,33.784764,2.41602,31.368745,3.7888430000000035,0.2855120000000002,0.2706316428571431,-0.014880357142857126
13.392417,33.827884,2.412568,31.415315,3.8319629999999982,0.28896400000000044,0.2737116428571427,-0.01525235714285772
13.396024,33.854294,2.410651,31.443643,3.858373000000004,0.29088100000000017,0.2755980714285717,-0.015282928571428489
13.399211,33.885075,2.408733,31.476342,3.8891540000000013,0.2927990000000005,0.2777967142857144,-0.015002285714286079
13.40332,33.920183,2.406816,31.513367,3.9242620000000024,0.2947160000000002,0.28030442857142873,-0.014411571428571468
13.404507,33.933468,2.404131,31.529336,3.9375469999999986,0.29740100000000025,0.28125335714285704,-0.016147642857143207
13.408725,33.962278,2.402214,31.560064,3.9663569999999986,0.2993180000000004,0.2833112142857142,-0.01600678571428621
13.414126,33.991333,2.399913,31.591421,3.995411999999998,0.3016190000000001,0.2853865714285713,-0.01623242857142876
13.415118,34.019311,2.396845,31.622466,4.023390000000003,0.3046870000000004,0.28738500000000017,-0.017302000000000206
13.418384,34.052711,2.394544,31.658167,4.056790000000003,0.3069880000000005,0.2897707142857145,-0.01721728571428599
13.421424,34.080817,2.39301,31.687807,4.084896000000004,0.3085220000000004,0.291778285714286,-0.016743714285714417
13.424404,34.106538,2.391093,31.715445,4.110617000000001,0.31043900000000013,0.2936155000000001,-0.016823500000000047
